County,Public Water Supply,Population Served,Sampling Date,Sample Number,Raw Water or Treated Drinking Water?,PFOA + PFOS (ppt),Total Tested PFAS (ppt),Method
ARENAC,Saginaw Chippewa Indian Tribe of Michigan - Saganing,4653,11/01/2018,SWEF1811011205KME,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
BENZIE,"Elberta, Village of",372,09/17/2018,GWEF1809171230GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
MANISTEE,Valley Side Apartments,45,09/19/2018,GWNT1809191100GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
MANISTEE,"Manistee, City of",7310,09/20/2018,GWEF1809201000GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
IONIA,Lake Odessa,2018,09/27/2018,GWNT1809271230KER,Raw Water,ND,ND,EPA 537 Rev. 1.1
BENZIE,"Frankfort, City of",1286,09/17/2018,GWEF1809171430GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
MANISTEE,"Kaleva, Village of",464,09/19/2018,GWIN1809190920GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
MANISTEE,"Kaleva, Village of",464,09/19/2018,GWIN1809190940GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
BENZIE,"Frankfort, City of",1286,09/17/2018,GWEF1809171400GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
BENZIE,"Thompsonville, Village of",438,09/18/2018,GWEF1809181000GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
OTTAWA,Metron of Lamont,86,09/18/2018,GWIN1809181100KER,Raw Water,ND,ND,EPA 537 Rev. 1.1
BENZIE,Crystal Mountain Resort & Spa,700,09/18/2018,GWEF1809180900GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
BENZIE,Crystal Highlands Subdivision,50,09/17/2018,GWNT1809171000GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
MANISTEE,Pirates Cove Condominiums,38,09/19/2018,GWNT1809191300GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
IONIA,Lake Odessa,2018,09/27/2018,GWEF1809271250KER,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
MANISTEE,"Bear Lake, Village of",318,09/18/2018,GWIN1809181500GGA,Treated Drinking Water,ND,2,EPA 537 Rev. 1.1
MANISTEE,"Bear Lake, Village of",318,09/18/2018,GWEF1809181530GGA,Treated Drinking Water,ND,2,EPA 537 Rev. 1.1
BENZIE,"Elberta, Village of",372,09/17/2018,GWEF1809171300GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
MANISTEE,"Manistee, City of",7310,09/20/2018,GWEF1809200950GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
BENZIE,Crystal Mountain Resort & Spa,700,09/18/2018,GWNT1809180920GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
MANISTEE,"Kaleva, Village of",464,09/19/2018,GWIN1809190900GGA,Treated Drinking Water,2,7,EPA 537 Rev. 1.1
MANISTEE,"Manistee, City of",7310,09/20/2018,GWEF1809200940GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
MANISTEE,"Manistee, City of",7310,09/20/2018,GWEF1809200930GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
MANISTEE,Portage Point Inn,125,09/19/2018,GWNT1809191200GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
BENZIE,Buttercup Shores,40,09/17/2018,GWNT1809171100GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
MANISTEE,Camp Arcadia / LCA,400,09/18/2018,GWEF1809181230GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
BENZIE,Crystal Ridge Condominiums,80,09/17/2018,GWNT1809171130GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
NEWAYGO,Evergreen Village MH Park,248,09/18/2018,GWNT1809191330KER,Raw Water,ND,ND,EPA 537 Rev. 1.1
NEWAYGO,Hess Lake RV and Mobile Home Park,160,09/18/2018,GWNT1809191420KER,Raw Water,ND,ND,EPA 537 Rev. 1.1
BERRIEN,Hills Haven Mobile Home Park,235,08/30/2018,GWNT1808301010KER,Raw Water,ND,ND,EPA 537 Rev. 1.1
IRON,Iron River,3019,08/23/2018,GWNT1808231050GSC,Raw Water,ND,ND,EPA 537 Rev. 1.1
DELTA,Ford River Township,385,08/21/2018,GWNT1808211015GSC,Raw Water,ND,ND,EPA 537 Rev. 1.1
MENOMINEE,Carney-Nadeau Twp Water Dept,200,08/21/2018,GWNT1808211330GSC,Raw Water,ND,ND,EPA 537 Rev. 1.1
ANTRIM,"Ellsworth, Village of",349,09/05/2018,GWNT1809050900GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
CHARLEVOIX,Nine Mile Pointe,78,08/31/2018,GWNT1808310900GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
CHARLEVOIX,"East Jordan, City of",2215,08/31/2018,GWEF1808311420GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
CHARLEVOIX,"Melrose-Chandler Water, LLC",261,09/04/2018,GWNT1809040930GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
MENOMINEE,Carney-Nadeau Twp Water Dept,200,08/21/2018,GWNT1808211340GSC,Raw Water,ND,ND,EPA 537 Rev. 1.1
CHARLEVOIX,"Boyne City, City of",3735,08/31/2018,GWEF1808311110GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
GRAND TRAVERSE,Suburban Estates MHP,150,09/21/2018,GWNT1809211200GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
CHARLEVOIX,"East Jordan, City of",2215,08/31/2018,GWEF1808311410GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
CHARLEVOIX,"Boyne City, City of",3735,08/31/2018,GWEF1808311100GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
GRAND TRAVERSE,Silver shores Mobile Home Park,360,09/20/2018,GWEF1809201200GGA,Treated Drinking Water,ND,2,EPA 537 Rev. 1.1
CHARLEVOIX,"East Jordan, City of",2215,08/31/2018,GWEF1808311400GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
EMMET,Petoskey Park Apartments,70,09/04/2018,GWEF1809040900GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
IRON,Stambaugh Township-Indian Lake,290,08/23/2018,GWNT1808231430GSC,Raw Water,ND,ND,EPA 537 Rev. 1.1
CHIPPEWA,Drummond Island Apartments,50,09/11/2018,GWNT1809111200GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
DELTA,Masonville Township,25,08/20/2018,GWEF1808201500GSC,Raw Water,ND,ND,EPA 537 Rev. 1.1
DELTA,Garden,270,08/20/2018,GWEF1808201245GSC,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
IRON,Iron River,3019,08/23/2018,GWNT1808231030GSC,Raw Water,ND,ND,EPA 537 Rev. 1.1
CHARLEVOIX,Boyne Mountain Resort,950,09/04/2018,GWEF1809041130GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
MANISTEE,Kamp Villa RV Park,100,09/18/2018,GWNT1809181100GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
ANTRIM,Cedar Hollow Condominiums,24,09/05/2018,GWNT1809051400GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
IRON,Iron River,3019,08/23/2018,GWNT1808231040GSC,Raw Water,ND,ND,EPA 537 Rev. 1.1
MANISTEE,Valleywood Cove Condominiums,50,09/18/2018,GWNT1809181400GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
CHARLEVOIX,Horton Bay Club,60,08/31/2018,GWNT1808310930GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
ANTRIM,"Ellsworth, Village of",349,09/05/2018,GWNT1809050930GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
CHARLEVOIX,Boyne Mountain Resort,950,09/04/2018,GWEF1809041300GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
CHARLEVOIX,"East Jordan, City of",2215,08/31/2018,GWEF1808311440GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
VAN BUREN,Decatur,1838,09/25/2018,GWNT1809251130GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
SAGINAW,"Saginaw, City of",172369,08/28/2018,GWEF1808281030KER,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
CHEBOYGAN,"Mackinaw City, Village of",897,09/13/2018,GWEF1809130800GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
CHIPPEWA,Superior Township,767,09/13/2018,GWNT1809131530GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
DELTA,Nahma Township,95,08/20/2018,GWEF1808201410GSC,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
BENZIE,"Beulah, Village of",380,09/07/2018,GWIN1809070830CKA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
BENZIE,"Beulah, Village of",380,09/07/2018,GWIN1809070840CKA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
CHEBOYGAN,"Cheboygan, City of",4867,09/13/2018,GWEF1809131220GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
CHIPPEWA,Rudyard Township,250,09/11/2018,GWNT1809111500GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
BENZIE,Benzonia Village of,491,09/07/2018,GWIN1809071015CKA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
LEELANAU,Thorn Creek Condominiums,50,09/06/2018,GWNT1809060920KER,Raw Water,ND,ND,EPA 537 Rev. 1.1
LEELANAU,York Condominiums,88,09/06/2018,GWNT1809061250KER,Raw Water,ND,ND,EPA 537 Rev. 1.1
CHEBOYGAN,Point Nipigon Resort,173,09/13/2018,GWNT1809131000GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
CHEBOYGAN,"Mackinaw City, Village of",897,09/13/2018,GWEF1809130830GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
BENZIE,Benzonia Village of,491,09/07/2018,GWIN1809071000CKA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
DICKINSON,Riversbend Mobile Home Park,180,08/22/2018,GWNT1808221530GSC,Raw Water,ND,ND,EPA 537 Rev. 1.1
CHIPPEWA,Superior Township,767,09/13/2018,GWNT1809131500GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
BENZIE,Benzonia Village of,491,09/07/2018,GWIN1809070945CKA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
DICKINSON,Quinnesec,1200,08/22/2018,GWNT1808221110GSC,Raw Water,ND,ND,EPA 537 Rev. 1.1
LEELANAU,Maple Valley Nursing Home,25,09/06/2018,GWMP1809061050KER,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
CHEBOYGAN,"Mackinaw City, Village of",897,09/13/2018,GWEF1809130900GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
BENZIE,"Beulah, Village of",380,09/07/2018,GWIN1809070850CKA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
BENZIE,Buena Vista Estates,79,09/07/2018,GWNT1809071205CKA,Raw Water,ND,ND,EPA 537 Rev. 1.1
VAN BUREN,Decatur,1838,09/25/2018,GWNT1809251145GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
CHEBOYGAN,"Mackinaw City, Village of",897,09/13/2018,GWEF1809130930GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
CHEBOYGAN,Town and Country MHP,98,09/13/2018,GWNT1809131100GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
DICKINSON,Quinnesec,1200,08/22/2018,GWEF1808221100GSC,Raw Water,ND,ND,EPA 537 Rev. 1.1
VAN BUREN,General White Apartments,50,09/25/2018,GWNT1809251200GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
CHEBOYGAN,"Cheboygan, City of",4867,09/13/2018,GWEF1809131200GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
ANTRIM,Maplewood Ridge Condominiums,80,09/05/2018,GWNT1809051500GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
ANTRIM,"Central Lake, Village of",952,09/05/2018,GWNT1809051030GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
VAN BUREN,Viking River Mobile Home Park,55,09/25/2018,GWNT1809251100GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
ANTRIM,"Central Lake, Village of",952,09/05/2018,GWNT1809051020GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
OTTAWA,West Olive Estates,1850,09/24/2018,GWNT1809240945KER,Raw Water,ND,ND,EPA 537 Rev. 1.1
OTTAWA,Country Village MHP,78,09/24/2018,GWEF1809241200KER,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
OTTAWA,Grand Country Mobile Home Village,130,09/24/2018,GWEF1809241120KER,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
OTTAWA,Sheldon Dunes,176,09/24/2018,GWNT1809240920KER,Raw Water,ND,ND,EPA 537 Rev. 1.1
ANTRIM,"Central Lake, Village of",952,09/05/2018,GWNT1809051040GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
LEELANAU,Sugar Loaf Resort,140,09/06/2018,GWEF1809061200KER,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
ARENAC,Saginaw Chippewa Indian Tribe of Michigan - Saganing,4653,11/01/2018,SWNT1811011155KME,Raw Water,ND,ND,Isotope Dilution
CHARLEVOIX,Villa Nouva Association,72,09/04/2018,GWNT1809041500GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
CHARLEVOIX,Villa Nouva Association,72,09/04/2018,GWNT1809041600GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
ANTRIM,Bay Harbor Club,40,09/05/2018,GWNT1809051200GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
CHARLEVOIX,"Boyne Falls, Village of",370,09/04/2018,GWIN1809041100GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
IONIA,Sunset Ridge MHC,360,09/25/2018,GWEF1809251230KER,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
ARENAC,Saginaw Chippewa Indian Tribe of Michigan - Saganing,4653,11/01/2018,SWEF1811011205KME,Treated Drinking Water,ND,ND,Isotope Dilution
ANTRIM,Cottage Cove on Elk Lake,26,09/06/2018,GWNT1809061200GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
VAN BUREN,Three Mile Lake Trailer Park,112,09/25/2018,GWNT1809250900GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
BAY,Linwood Metro Water District,909,10/23/2018,SWEF1810231040KME,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
ST JOSEPH,Centreville,1579,09/26/2018,GWEF1809261320GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
BAY,Bay Area Water System,93915,10/23/2018,SWNT1810230940KME,Raw Water,ND,ND,Isotope Dilution
BAY,Linwood Metro Water District,909,10/23/2018,SWNT1810231025KME,Raw Water,ND,ND,Isotope Dilution
CHIPPEWA,Sault Ste Marie,14689,09/11/2018,SWEF189121020GGA,Treated Drinking Water,ND,ND,Isotope Dilution
HURON,Huron Regional Water Authority,4311,10/08/2018,SWIN1810081100GGA,Raw Water,ND,ND,Isotope Dilution
IONIA,Bear Creek Villa,25,09/27/2018,GWIN1809270910KER,Raw Water,ND,ND,EPA 537 Rev. 1.1
ST CLAIR,Ira Township,11112,10/25/2018,SWEF1810251215KME,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
ST CLAIR,Ira Township,11112,10/25/2018,SWNT1810251210KME,Raw Water,ND,ND,Isotope Dilution
BAY,Bay Area Water System,93915,10/23/2018,SWEF1810230955KME,Treated Drinking Water,ND,ND,Isotope Dilution
HURON,"Harbor Beach, City of",1703,10/08/2018,SWEF1810081020GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
OTTAWA,Holland Board of Public Works,49008,09/20/2018,GWEF1809200920KER,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
ST JOSEPH,Centreville,1579,09/26/2018,GWEF1809261340GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
CHARLEVOIX,Charlevoix Township,1700,08/30/2018,GWEF1808301100GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
ST JOSEPH,Burr Oak,828,09/28/2018,GWEF1809281100GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
ST CLAIR,"Marysville, City of",9959,10/25/2018,SWEF1810250910KME,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
CHIPPEWA,Sault Ste Marie,14689,09/11/2018,SWIN1809121000GGA,Raw Water,ND,ND,Isotope Dilution
ISABELLA,"Mount Pleasant, City of",26084,10/18/2018,SWEF1810161125KME,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
ST CLAIR,"Algonac, City of",13976,10/25/2018,SWEF1810251255KME,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
CHARLEVOIX,Charlevoix Township,1700,08/30/2018,GWEF1808301140GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
CHARLEVOIX,Charlevoix Township,1700,08/30/2018,GWIN1808301130GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
BAY,Bay Area Water System,93915,10/23/2018,SWEF1810230955KME,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
ST CLAIR,"Marysville, City of",9959,10/25/2018,SWNT1810250900KME,Raw Water,ND,ND,Isotope Dilution
ST CLAIR,Ira Township,11112,10/25/2018,SWEF1810251215KME,Treated Drinking Water,ND,ND,Isotope Dilution
OTTAWA,Holland Board of Public Works,49008,09/20/2018,GWIN1809200910KER,Raw Water,ND,ND,Isotope Dilution
HURON,"Caseville, City of",777,10/08/2018,SWEF1810080920GGA,Treated Drinking Water,ND,ND,Isotope Dilution
ST CLAIR,"Marysville, City of",9959,10/25/2018,SWEF1810250910KME,Treated Drinking Water,ND,ND,Isotope Dilution
ST CLAIR,"Algonac, City of",13976,10/25/2018,SWEF1810251255KME,Treated Drinking Water,ND,ND,Isotope Dilution
ST JOSEPH,Centreville,1579,09/26/2018,GWEF1809261300GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
BAY,Linwood Metro Water District,909,10/23/2018,SWEF1810231040KME,Treated Drinking Water,ND,ND,Isotope Dilution
HURON,Huron Regional Water Authority,4311,10/08/2018,SWEF1810081120GGA,Treated Drinking Water,ND,ND,Isotope Dilution
ST CLAIR,"Algonac, City of",13976,10/25/2018,SWNT1810251305KME,Raw Water,ND,ND,Isotope Dilution
CHEBOYGAN,Burt View Association,42,09/14/2018,GWNT1809140930GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
CHARLEVOIX,Charlevoix Township,1700,08/30/2018,GWIN1808301110GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
HURON,"Harbor Beach, City of",1703,10/08/2018,SWEF1810081020GGA,Treated Drinking Water,ND,ND,Isotope Dilution
HURON,"Harbor Beach, City of",1703,10/08/2018,SWIN1810081000GGA,Raw Water,ND,ND,Isotope Dilution
CASS,Barn Swallow Apartments,50,09/25/2018,GWNT1809251500GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
OTTAWA,Holland Board of Public Works,49008,09/20/2018,GWEF1809200920KER,Treated Drinking Water,ND,ND,Isotope Dilution
HURON,"Caseville, City of",777,10/08/2018,SWEF1810080920GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
CHARLEVOIX,Charlevoix Township,1700,08/30/2018,GWIN1808301120GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
HURON,"Caseville, City of",777,10/08/2018,SWIN1810080900GGA,Raw Water,ND,ND,Isotope Dilution
CHIPPEWA,Sault Ste Marie,14689,09/11/2018,SWEF1809121020GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
HURON,Huron Regional Water Authority,4311,10/08/2018,SWEF1810081120GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
CHARLEVOIX,Hemingway Pointe Club Owners Association,250,08/30/2018,GWIN1808301400GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
GRATIOT,"Ithaca, City of",3098,08/29/2018,GWNT1808290930KER,Raw Water,ND,ND,EPA 537 Rev. 1.1
EMMET,"Harbor Springs, City of",1608,08/28/2018,GWEF1808281000GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
HILLSDALE,Jonesville,2258,10/02/2018,GWEF1810021500GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
SANILAC,"Lexington, Village of",1178,10/17/2018,SWEF1810171530GGA,Treated Drinking Water,ND,ND,Isotope Dilution
ST CLAIR,St. Clair Water and Sewer Authority,4200,10/25/2018,SWEF1810251045KME,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
CLINTON,Prestige Pines,39,09/26/2018,GWIN1809261020KER,Raw Water,ND,ND,EPA 537 Rev. 1.1
BRANCH,Coldwater,10900,10/01/2018,GWEF1810011300GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
EMMET,Harbor Springs Area Authority,303,08/27/2018,GWEF1808271000GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
MIDLAND,"Midland, City of",63108,10/16/2018,SWEF1810161210KME,Treated Drinking Water,ND,ND,Isotope Dilution
ST CLAIR,Marine City,7852,10/25/2018,SWEF1810251125KME,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
MIDLAND,"Midland, City of",63108,10/16/2018,SWEF1810161210KME,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
ST CLAIR,"Port Huron, City of",61470,10/24/2018,SWNT1810241310KME,Raw Water,ND,ND,Isotope Dilution
SANILAC,"Lexington, Village of",1178,10/17/2018,SWIN1810171500GGA,Raw Water,ND,ND,Isotope Dilution
ST CLAIR,Marine City,7852,10/25/2018,SWEF1810251125KME,Treated Drinking Water,ND,ND,Isotope Dilution
VAN BUREN,Gobles,725,09/24/2018,GWEF1809241030GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
MANISTEE,Filer Charter Township,2325,09/19/2018,GWIN1809191540GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
ST CLAIR,St. Clair Water and Sewer Authority,4200,10/25/2018,SWEF1810251045KME,Treated Drinking Water,ND,ND,Isotope Dilution
ST CLAIR,Marine City,7852,10/25/2018,SWNT1810251115KME,Raw Water,ND,ND,Isotope Dilution
MANISTEE,Filer Charter Township,2325,09/19/2018,GWIN1809191500GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
GRATIOT,"Ithaca, City of",3098,08/29/2018,GWNT1808290900KER,Raw Water,ND,ND,EPA 537 Rev. 1.1
EMMET,Harbor Hills,66,08/27/2018,GWNT1808271335GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
GRATIOT,"Ithaca, City of",3098,08/29/2018,GWNT1808290950KER,Raw Water,ND,ND,EPA 537 Rev. 1.1
ST CLAIR,"Port Huron, City of",61470,10/24/2018,SWEF1810241320KME,Treated Drinking Water,ND,ND,Isotope Dilution
EMMET,"Harbor Springs, City of",1608,08/28/2018,GWEF1808281100GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
CASS,Marcellus,1198,09/25/2018,GWEF1809251300GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
GRATIOT,"Ithaca, City of",3098,09/26/2018,GWNT1809261430KER,Raw Water,ND,ND,EPA 537 Rev. 1.1
CHARLEVOIX,Islandview Home Owners Association,54,08/30/2018,GWNT1808301500GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
EMMET,"Harbor Springs, City of",1608,08/28/2018,GWEF1808281130GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
MIDLAND,"Midland, City of",63108,10/16/2018,SWNT1810161200KME,Raw Water,ND,ND,Isotope Dilution
ST CLAIR,"Port Huron, City of",61470,10/24/2018,SWEF1810241320KME,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
ST CLAIR,St. Clair Water and Sewer Authority,4200,10/25/2018,SWNT1810251035KME,Raw Water,ND,ND,Isotope Dilution
MANISTEE,Filer Charter Township,2325,09/19/2018,GWIN1809191520GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
IONIA,Hope Network - West Lake- Facility,48,09/27/2018,GWNT1809271000KER,Raw Water,ND,ND,EPA 537 Rev. 1.1
CHARLEVOIX,Hills of Walloon Association,87,08/30/2018,GWNT1808301000GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
EMMET,"Harbor Springs, City of",1608,08/28/2018,GWEF1808281030GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
GRAND TRAVERSE,"Traverse City, City of",29476,10/24/2018,SWEF1810241230GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
IONIA,Muir,644,09/28/2018,GWEF1809281300KER,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
IONIA,Pine View Mobile Home Park,50,10/01/2018,GWNT1810011230KER,Raw Water,ND,ND,EPA 537 Rev. 1.1
EMMET,Trout Creek Condominiums,492,08/27/2018,GWEF1808271300GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
CHARLEVOIX,Wildwood on Walloon Association,90,08/31/2018,GWNT1808311000GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
CASS,Marlin Village Mobile Home Park,95,09/26/2018,GWEF1809260900GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
GRATIOT,"Perrinton, Village of",439,09/26/2018,GWEF1809261345KER,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
IONIA,Muir,644,09/28/2018,GWEF1809281320KER,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
GRAND TRAVERSE,"Traverse City, City of",29476,10/24/2018,SWEF1810241230GGA,Treated Drinking Water,ND,ND,Isotope Dilution
CLINTON,Dutch Hills,620,09/26/2018,GWEF1809261100KER,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
HILLSDALE,Waldron,538,10/02/2018,GWEF1810021000GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
ISBELLA,Saginaw Chippewa Indian Tribe of Michigan - Mt. Pleasant,10198,10/18/2018,GWEF1810181320KME,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
EMMET,Mill Street 1 LDHA,74,08/27/2018,GWEF1808271330GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
CHARLEVOIX,Lake Michigan  Heights,270,08/30/2018,GWNT1808300930GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
EMMET,Tannery Creek Condominium Association,90,08/28/2018,GWNT1808280900GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
GRAND TRAVERSE,"Traverse City, City of",29476,10/24/2018,SWIN1810241200GGA,Raw Water,ND,ND,Isotope Dilution
OAKLAND,Waterford Township,73441,10/24/2018,GWIN1810241400MK,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
HILLSDALE,Riley's Mobile Home Park,70,10/02/2018,GWNT1810021600GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
MACOMB,"Mount Clemens, City of",18405,10/31/2018,SWNT1810311020KME,Raw Water,ND,ND,Isotope Dilution
ST JOSEPH,White Pigeon,1640,09/26/2018,GWNT1809261500GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
GRATIOT,Timber Country Mobile Home Park,75,08/29/2018,GWNT1808291230KER,Raw Water,ND,ND,EPA 537 Rev. 1.1
